id_cliente,nombre,apellido,edad,antiguedad_laboral,ingresos_anuales,puntaje_credito,monto_prestamo,proposito_prestamo,estado_pago
18703,Sofía,Ramírez,23,0,19961703,472,6368539,Coche,No Pagado
18704,Fernando,Torres,44,13,30476682,535,11909725,Personal,Pagado
18705,Héctor,Torres,55,14,39897265,580,21612661,Coche,Pagado
18706,Julián,Rodríguez,44,15,32839656,538,9142975,Coche,Pagado
18707,Camila,López,40,16,42229639,616,27607041,Coche,Pagado
18708,Laura,Sánchez,42,5,35556096,490,14099611,Personal,No Pagado
18709,Gabriel,Castro,52,12,40167552,533,26266523,Vivienda,Pagado
18710,Sofía,Díaz,29,6,33136105,448,21404172,Negocio,Pagado
18711,Marcela,Reyes,36,9,37260217,637,23393380,Educacion,Pagado
18712,Héctor,Gómez,33,8,26646445,502,9032614,Personal,Pagado
18713,David,Ruiz,26,0,18347173,456,9700737,Coche,No Pagado
18714,Héctor,Castillo,34,12,28188180,508,12984378,Personal,No Pagado
18715,Gabriela,Gutiérrez,49,14,35036267,611,25236130,Coche,Pagado
18716,Luis,Gutiérrez,43,7,42069872,590,14070510,Coche,Pagado
18717,Natalia,Gómez,44,10,30167937,518,16386599,Personal,Pagado
18718,Paula,Sánchez,39,5,34541521,517,23568560,Vivienda,Pagado
18719,Valentina,Rojas,43,15,40052715,472,15956104,Educacion,Pagado
18720,Carolina,Rivera,29,2,21475670,515,5290378,Personal,No Pagado
18721,Felipe,Vargas,34,7,37050225,599,21001877,Educacion,Pagado
18722,Juan,Aguilar,39,7,23204518,502,15468568,Vivienda,Pagado
18723,Ana,Castillo,40,7,31201543,575,10657933,Educacion,Pagado
18724,Nicolás,Ruiz,41,4,28554799,509,17520523,Personal,No Pagado
18725,Marcela,García,36,9,34802965,472,11004800,Personal,No Pagado
18726,Miguel,Ramos,34,10,30967829,562,21073951,Personal,Pagado
18727,Valentina,Gutiérrez,65,19,42763524,738,17157376,Educacion,Pagado
18728,Alejandro,Martínez,47,8,42397397,593,8395943,Vivienda,Pagado
18729,Lucía,Rivera,42,12,37227308,525,19658277,Vivienda,Pagado
18730,Laura,Ortiz,35,2,21422540,503,8867039,Personal,Pagado
18731,Sebastián,Vargas,33,9,26451604,625,7908568,Personal,Pagado
18732,Valentina,Gómez,36,4,21500575,542,9455227,Coche,Pagado
18733,Miguel,Torres,40,6,30345809,498,19026655,Personal,No Pagado
18734,Ricardo,Cruz,22,1,19150589,486,8232782,Negocio,No Pagado
18735,Héctor,Ramos,22,0,16326764,499,1585860,Vivienda,Pagado
18736,Carlos,Rodríguez,31,2,21947677,539,7141966,Personal,Pagado
18737,Ana,Ortiz,40,10,24736298,620,7335297,Personal,Pagado
18738,Andrés,Martínez,35,0,27486207,596,15708045,Personal,Pagado
18739,Gabriela,Díaz,52,20,34377727,583,19461195,Vivienda,Pagado
18740,Gabriel,Pérez,23,1,19155397,489,10838412,Personal,Pagado
18741,Alejandra,Sánchez,30,0,13804220,528,4766268,Vivienda,Pagado
18742,Julián,Castro,53,12,41652524,544,23932102,Educacion,Pagado
18743,Julián,Flores,39,11,32569404,592,9642422,Personal,Pagado
18744,Andrés,Castro,46,14,40016724,548,25546054,Educacion,Pagado
18745,José,Mendoza,58,22,52711428,623,22290275,Vivienda,Pagado
18746,Paola,Ramos,31,2,29437942,611,7956174,Negocio,Pagado
18747,Carlos,Hernández,37,8,22149787,558,3805759,Coche,Pagado
18748,Andrea,Castro,35,8,28708969,539,14808434,Personal,No Pagado
18749,Andrea,Flores,22,2,28854704,465,14690297,Negocio,No Pagado
18750,Luis,Reyes,34,9,29395502,520,9796789,Personal,No Pagado
18751,Sebastián,Castro,46,10,32243259,493,12668375,Vivienda,Pagado
18752,David,Torres,43,10,34201494,578,21307334,Negocio,Pagado
18753,Felipe,Castillo,44,9,32881670,434,15647776,Personal,Pagado
18754,Natalia,Reyes,34,6,21717709,574,7989956,Coche,Pagado
18755,Héctor,Ruiz,31,7,30545520,558,11975566,Negocio,Pagado
18756,Isabela,Rodríguez,50,9,41321762,576,11376972,Coche,Pagado
18757,Catalina,Hernández,33,9,21527454,488,7013039,Coche,No Pagado
18758,Fernando,Vargas,40,6,30733627,539,20233843,Coche,Pagado
18759,Sofía,González,39,8,28567681,439,7549647,Coche,Pagado
18760,Nicolás,López,52,19,35592037,618,17732964,Negocio,Pagado
18761,Catalina,Bermúdez,47,13,31125902,549,16310118,Vivienda,Pagado
18762,Andrés,Rodríguez,25,3,14670200,578,5826421,Coche,Pagado
18763,Alejandro,Rivera,26,0,20107851,521,9525211,Coche,Pagado
18764,Paola,Martínez,43,7,31110234,560,21070830,Vivienda,Pagado
18765,Daniela,Hernández,37,10,26204060,552,11820663,Educacion,Pagado
18766,Juan,Castillo,33,4,24240584,465,8313827,Personal,Pagado
18767,Laura,Díaz,48,12,42137674,541,16493964,Vivienda,Pagado
18768,Laura,Sánchez,39,11,34383480,547,21755707,Coche,Pagado
18769,María,Ruiz,38,5,34609344,520,24490380,Personal,Pagado
18770,Ricardo,Ruiz,45,12,35458435,523,21350647,Negocio,Pagado
18771,Alejandro,Rojas,34,6,35612785,512,8776059,Educacion,Pagado
18772,Diego,Díaz,53,15,44340399,582,26604002,Personal,Pagado
18773,Camila,Castro,30,2,21155412,638,7481450,Vivienda,Pagado
18774,Andrea,Martínez,44,9,35264759,534,11509747,Coche,No Pagado
18775,Camilo,Morales,52,12,34559620,535,21242482,Vivienda,Pagado
18776,Gabriela,Cruz,24,2,18469074,485,12758751,Educacion,No Pagado
18777,Alejandra,Pérez,34,4,28949871,607,5019954,Personal,Pagado
18778,Carlos,Cruz,49,16,43658347,655,18169562,Educacion,Pagado
18779,Julián,Gómez,49,13,37349188,673,12789827,Vivienda,Pagado
18780,Alejandro,Hernández,36,4,41669452,539,28064968,Vivienda,No Pagado
18781,Diego,Cruz,30,3,23138961,546,8364825,Personal,Pagado
18782,Mariana,Reyes,47,11,29008029,499,16412785,Negocio,Pagado
18783,Héctor,López,49,17,47066335,551,21953280,Vivienda,Pagado
18784,Santiago,Mendoza,26,1,23835636,440,8233796,Personal,Pagado
18785,Marcela,Guerrero,25,1,21358444,524,4981505,Personal,Pagado
18786,Carolina,Mendoza,40,13,31675395,542,8239405,Vivienda,Pagado
18787,Alejandra,Guerrero,44,13,38366732,566,22054633,Personal,Pagado
18788,José,Díaz,35,11,38295081,485,16196962,Vivienda,Pagado
18789,Alejandra,Cruz,44,15,38208164,600,13097397,Negocio,Pagado
18790,Nicolás,Medina,30,1,15849832,375,8288735,Vivienda,No Pagado
18791,Luis,Rivera,22,3,8000000,470,3704603,Personal,No Pagado
18792,Fernando,Ortiz,33,10,30522797,516,13903804,Personal,No Pagado
18793,Julián,Mendoza,38,13,27870432,422,10187971,Personal,Pagado
18794,Sofía,Medina,35,9,28901436,548,16231678,Educacion,Pagado
18795,Catalina,Torres,26,5,18354611,489,6898990,Personal,Pagado
18796,Nicolás,Hernández,22,0,13595455,517,5127858,Personal,Pagado
18797,Valentina,Medina,32,2,20973629,625,9999731,Negocio,Pagado
18798,Fernando,Vargas,46,11,33425623,574,17920130,Vivienda,Pagado
18799,María,Ramírez,50,9,42281179,624,18867507,Vivienda,Pagado
18800,Valentina,Rodríguez,49,18,44268218,645,13063539,Negocio,Pagado
18801,Luis,López,29,3,17360055,533,11687367,Vivienda,No Pagado
18802,Alejandro,Ramírez,26,6,17441326,451,2600065,Personal,No Pagado
18803,Valentina,Cruz,42,6,34295609,456,19263207,Educacion,No Pagado
18804,Isabela,Bermúdez,44,14,42062511,576,27381943,Personal,No Pagado
18805,Diana,Gómez,42,9,38785706,527,13395522,Vivienda,Pagado
18806,Gabriel,Ramos,22,0,12985455,557,4825829,Educacion,No Pagado
18807,Carlos,Sánchez,29,8,30346557,486,5795899,Negocio,Pagado
18808,Camilo,Rojas,37,11,22518651,527,13223736,Coche,No Pagado
18809,Valentina,Medina,42,11,33385577,482,19105297,Vivienda,Pagado
18810,Miguel,Ortiz,45,12,39035132,538,18633290,Personal,Pagado
18811,Sebastián,Ortiz,39,10,21805974,481,13789037,Coche,No Pagado
18812,Sebastián,Vargas,41,10,43864284,502,29754282,Vivienda,No Pagado
18813,Isabela,Morales,38,6,36633475,535,14972972,Vivienda,No Pagado
18814,Felipe,Flores,44,10,38435019,520,23230525,Coche,Pagado
18815,Laura,Torres,41,15,30574858,687,12003180,Coche,Pagado
18816,Alejandro,Sánchez,38,16,33659481,582,9606463,Personal,Pagado
18817,Sofía,García,35,11,34152100,589,5763770,Vivienda,Pagado
18818,Ricardo,Torres,38,9,25586692,526,16082450,Personal,Pagado
18819,Marcela,Bermúdez,42,9,32697628,552,20854395,Personal,Pagado
18820,Juan,Gutiérrez,40,7,36151919,519,22420661,Personal,No Pagado
18821,Gabriel,Martínez,41,7,24727024,684,9423508,Negocio,Pagado
18822,Carlos,Bermúdez,51,13,42262123,567,12152856,Coche,Pagado
18823,Daniela,Flores,40,15,26026151,504,9094447,Negocio,Pagado
18824,Valentina,Gutiérrez,31,10,22680766,472,4828079,Vivienda,No Pagado
18825,Ricardo,Martínez,46,14,35477036,576,12525877,Personal,Pagado
18826,Héctor,Sánchez,24,0,21767778,574,5926254,Personal,Pagado
18827,Daniela,Guerrero,27,5,19496054,562,5994029,Personal,Pagado
18828,Ricardo,Guerrero,41,9,33627741,502,9682451,Educacion,No Pagado
18829,Gabriel,Medina,43,4,28763859,503,13444530,Personal,No Pagado
18830,Natalia,Díaz,25,2,17946916,565,7125970,Personal,Pagado
18831,Carolina,Hernández,34,3,32653307,641,11946555,Educacion,Pagado
18832,Héctor,Cruz,31,2,18448859,503,11477281,Personal,Pagado
18833,Felipe,Díaz,33,5,30395769,589,7920969,Vivienda,No Pagado
18834,Miguel,Pérez,47,11,37394680,480,15778649,Vivienda,No Pagado
18835,Lucía,Torres,45,11,33322231,507,10929111,Educacion,Pagado
18836,Juan,Cruz,37,7,23712385,473,10923063,Coche,No Pagado
18837,Andrea,Castro,32,0,18268818,536,6207918,Vivienda,No Pagado
18838,José,Torres,24,6,17906774,484,3588770,Educacion,Pagado
18839,Isabela,Mendoza,52,12,40049727,588,24173160,Coche,Pagado
18840,Laura,Reyes,43,8,36817548,617,22063067,Educacion,Pagado
18841,Miguel,Guerrero,30,3,22498803,475,13687000,Negocio,No Pagado
18842,Camila,Ortiz,45,11,35033445,560,22343991,Personal,Pagado
18843,Laura,Castro,37,12,31380048,459,19226127,Personal,No Pagado
18844,Santiago,Reyes,35,7,30983888,592,13580919,Coche,Pagado
18845,Gabriel,Rivera,42,12,38024014,609,22833952,Vivienda,Pagado
18846,Natalia,Cruz,30,5,17865172,528,7942777,Educacion,Pagado
18847,Carlos,Rojas,34,7,26589626,529,8333279,Personal,Pagado
18848,Santiago,Rivera,39,9,37937020,513,11813879,Vivienda,Pagado
18849,Diana,Vargas,33,0,18019400,439,7203880,Vivienda,Pagado
18850,Marcela,Castro,44,10,35571564,569,5577834,Vivienda,Pagado
18851,Daniela,Ramírez,56,20,45545779,629,30905287,Personal,Pagado
18852,Camilo,González,30,16,26366622,624,6438050,Personal,Pagado
18853,Paola,López,22,0,25953913,471,4016588,Personal,No Pagado
18854,Laura,Rivera,22,1,18584179,504,2613176,Coche,No Pagado
18855,Diana,Morales,36,5,35955725,594,20242577,Vivienda,Pagado
18856,Héctor,Ramírez,31,11,27828136,579,8624711,Personal,Pagado
18857,Diego,Vargas,40,5,33101279,507,12467635,Coche,Pagado
18858,Juan,Martínez,39,10,29313892,521,11961650,Educacion,Pagado
18859,Felipe,Ruiz,22,0,15169531,458,6066674,Personal,No Pagado
18860,Carolina,Martínez,22,0,20046737,440,9497846,Coche,No Pagado
18861,Carolina,Rojas,40,9,34538487,623,17317459,Personal,Pagado
18862,Luis,Gutiérrez,39,12,35989935,543,20611583,Educacion,Pagado
18863,Ana,Reyes,33,2,27283391,517,5073921,Negocio,No Pagado
18864,Héctor,Medina,22,2,12117895,499,2514786,Personal,No Pagado
18865,José,Torres,42,10,29968156,547,22335584,Educacion,Pagado
18866,Andrea,Rodríguez,50,15,45049714,560,15881074,Personal,Pagado
18867,Alejandro,Castillo,40,12,23807673,495,8620552,Negocio,Pagado
18868,Camila,Flores,29,0,23663036,595,14375009,Vivienda,Pagado
18869,Carlos,Castillo,38,10,31040599,504,15180488,Vivienda,Pagado
18870,Camilo,Martínez,24,0,23447909,445,8571718,Educacion,No Pagado
18871,Paula,Aguilar,48,16,42083105,561,13460809,Personal,Pagado
18872,José,Aguilar,38,9,27880098,652,6538321,Vivienda,Pagado
18873,Catalina,Rodríguez,22,0,14453249,442,9801455,Personal,No Pagado
18874,Natalia,Ramírez,34,4,24186082,561,6514177,Coche,Pagado
18875,Julián,Ortiz,42,12,37700315,535,19571623,Educacion,Pagado
18876,Gabriela,Rodríguez,34,10,17688931,532,9277560,Educacion,Pagado
18877,Paola,Medina,35,5,28586897,577,19490028,Vivienda,Pagado
18878,Daniel,Ortiz,25,0,15384827,400,5846637,Educacion,Pagado
18879,Mariana,Rodríguez,43,13,36754176,501,25705603,Personal,No Pagado
18880,Fernando,Cruz,31,0,25122488,565,10455939,Coche,No Pagado
18881,Gabriel,Castillo,22,0,9688367,490,4688992,Personal,No Pagado
18882,José,Ruiz,34,3,25265667,534,14555924,Personal,Pagado
18883,Nicolás,Martínez,47,11,38177851,600,21831120,Coche,No Pagado
18884,Héctor,González,34,2,26439750,474,5351301,Vivienda,No Pagado
18885,Paula,Flores,55,11,41588995,641,8855953,Vivienda,Pagado
18886,David,Guerrero,42,7,26695562,588,13840448,Educacion,Pagado
18887,José,Castillo,41,11,28456859,554,20291248,Coche,Pagado
18888,José,Pérez,36,3,20709763,551,8551328,Vivienda,Pagado
18889,Paola,Hernández,37,6,32170227,597,18197891,Vivienda,Pagado
18890,Camila,Díaz,35,12,30022145,494,7222460,Educacion,Pagado
18891,Sofía,Castro,34,6,27341233,560,6136464,Vivienda,No Pagado
18892,Catalina,García,43,12,26872532,641,16139030,Educacion,No Pagado
18893,Andrés,Rojas,28,0,21431986,540,9645231,Personal,No Pagado
18894,Héctor,Reyes,27,9,27768185,494,9393463,Vivienda,No Pagado
18895,María,Reyes,26,0,11190802,623,9751610,Vivienda,Pagado
18896,Catalina,Díaz,58,17,43722968,604,25220525,Coche,Pagado
18897,Fernando,Torres,43,14,28348254,623,9643940,Coche,Pagado
18898,Santiago,Bermúdez,41,9,30898589,519,21625867,Coche,No Pagado
18899,Alejandro,Sánchez,27,3,17695040,560,5722449,Vivienda,Pagado
18900,Paola,Sánchez,44,10,37104544,523,20328684,Vivienda,Pagado
18901,Camila,Díaz,36,6,29646197,547,8246976,Negocio,Pagado
18902,Laura,Pérez,40,10,39257522,511,15030859,Personal,Pagado
18903,Mariana,Hernández,28,5,23329610,611,10838279,Vivienda,Pagado
18904,Ana,López,39,7,32692439,526,10434107,Personal,No Pagado
18905,Carolina,García,33,3,23011462,458,4871435,Vivienda,Pagado
18906,Daniela,Cruz,30,2,18084676,514,5732459,Personal,No Pagado
18907,Sofía,Vargas,45,7,38773812,586,17120984,Coche,Pagado
18908,Marcela,Cruz,22,0,24216275,490,9774883,Coche,No Pagado
18909,Ricardo,García,43,11,38528278,507,12741639,Personal,Pagado
18910,Ana,Ramos,44,14,37456140,610,13381940,Negocio,Pagado
18911,Julián,Martínez,29,6,19729532,576,7180918,Personal,Pagado
18912,David,Aguilar,29,0,27908140,420,12347336,Educacion,No Pagado
18913,Daniela,González,35,6,31097546,479,11180507,Personal,Pagado
18914,Miguel,González,40,6,41324393,536,29176145,Vivienda,No Pagado
18915,Daniel,López,36,7,23427880,497,11696947,Coche,No Pagado
18916,Sofía,Reyes,42,9,37912832,577,11297243,Coche,Pagado
18917,Paola,Ruiz,55,18,47745532,687,21105538,Vivienda,Pagado
18918,Laura,Ramos,32,5,24289863,496,8277567,Educacion,No Pagado
18919,Diana,Díaz,22,0,24819174,579,4774784,Coche,Pagado
18920,Ana,Rojas,46,9,38011725,478,23670314,Negocio,No Pagado
18921,Alejandro,Castro,54,16,38915534,604,21554617,Personal,Pagado
18922,Paula,Sánchez,41,10,32808304,511,7702528,Personal,Pagado
18923,David,Rodríguez,27,0,16255705,526,4960249,Negocio,Pagado
18924,Alejandro,Sánchez,36,2,24857421,430,5803830,Personal,No Pagado
18925,Diego,García,26,2,24719130,431,11598556,Personal,Pagado
18926,Andrés,Castro,44,7,38946370,580,15181949,Personal,Pagado
18927,Isabela,López,24,0,20306061,460,9373138,Coche,No Pagado
18928,Marcela,Ortiz,34,5,23449625,503,10371826,Coche,Pagado
18929,María,González,27,1,23308042,605,12261651,Personal,Pagado
18930,Paula,Castro,39,6,34216998,547,9081294,Personal,Pagado
18931,Lucía,González,34,4,16939441,568,4658739,Vivienda,Pagado
18932,Diana,Ruiz,39,9,32382393,496,9481923,Personal,Pagado
18933,Isabela,Medina,38,6,29049051,460,17722423,Personal,No Pagado
18934,Héctor,Ramos,28,3,27568556,504,11130354,Coche,Pagado
18935,Diana,Castillo,44,10,37128445,471,5488806,Vivienda,Pagado
18936,Daniel,Ortiz,37,8,32621758,495,14935101,Personal,No Pagado
18937,María,Rivera,28,6,21590445,518,6941416,Vivienda,Pagado
18938,Marcela,Ramos,60,22,49608258,593,29521673,Negocio,Pagado
18939,Diana,García,42,14,40318424,568,14903484,Personal,Pagado
18940,Felipe,Pérez,36,10,30075601,563,15772692,Personal,Pagado
18941,Marcela,Reyes,52,16,43273347,510,29837868,Vivienda,Pagado
18942,Camila,Rodríguez,56,16,37120213,531,17517909,Personal,Pagado
18943,Paula,Flores,36,6,28457299,409,18541332,Coche,Pagado
18944,María,Pérez,41,7,22140000,518,2327339,Educacion,Pagado
18945,Lucía,Reyes,28,3,20219275,545,7891778,Personal,No Pagado
18946,Héctor,Guerrero,36,9,30317577,612,12758714,Coche,Pagado
18947,Gabriel,Martínez,36,5,32235153,541,6245833,Educacion,No Pagado
18948,Felipe,Castro,39,8,26404200,611,20838529,Negocio,No Pagado
18949,Héctor,Mendoza,41,7,34068420,565,18156059,Coche,Pagado
18950,Daniel,Hernández,43,11,42342467,559,15618263,Personal,Pagado
18951,Alejandro,Mendoza,40,7,28396280,505,13715090,Coche,Pagado
18952,Catalina,Flores,25,0,12064735,362,8665630,Coche,Pagado
18953,Nicolás,Castro,28,1,23449199,574,6521527,Educacion,No Pagado
18954,Lucía,Gutiérrez,32,7,20840014,512,8882062,Negocio,Pagado
18955,Gabriela,Gutiérrez,35,6,24105007,600,13253946,Coche,No Pagado
18956,Daniela,Mendoza,48,12,43016684,514,10520025,Vivienda,Pagado
18957,Julián,Torres,26,3,30984496,639,17868405,Vivienda,Pagado
18958,Camila,González,34,5,22196549,507,13460283,Vivienda,No Pagado
18959,Alejandro,Bermúdez,47,16,35712901,522,22688230,Personal,Pagado
18960,Diana,Aguilar,35,4,25200655,513,5102322,Coche,No Pagado
18961,Daniel,Aguilar,42,9,30860959,554,21066733,Personal,No Pagado
18962,Gabriel,Ruiz,36,3,37266462,529,5344122,Personal,Pagado
18963,Camila,Castillo,40,8,29347160,511,11270097,Vivienda,Pagado
18964,Carolina,Rojas,35,1,24261240,425,1817213,Negocio,Pagado
18965,Diego,Mendoza,44,13,44480887,513,9737305,Vivienda,Pagado
18966,Fernando,Cruz,22,2,21683381,549,10905172,Personal,No Pagado
18967,Felipe,Ruiz,34,8,33329496,478,18516193,Educacion,No Pagado
18968,María,Ramos,40,9,27869435,444,11954012,Coche,No Pagado
18969,Andrea,Aguilar,43,8,31149101,490,11722121,Vivienda,Pagado
18970,Felipe,López,52,13,36001408,568,13527729,Coche,Pagado
18971,Carolina,Ruiz,34,11,33606307,485,11074357,Vivienda,Pagado
18972,Daniela,Ruiz,52,19,49726216,564,17691593,Coche,Pagado
18973,Camila,García,31,5,22401128,469,11691168,Personal,No Pagado
18974,Julián,Cruz,51,13,38778793,627,27364947,Personal,Pagado
18975,Alejandra,Reyes,46,16,37197549,585,12425723,Vivienda,Pagado
18976,Natalia,Ortiz,28,1,14263880,624,4503986,Vivienda,Pagado
18977,Camilo,Díaz,41,10,30030889,521,20303494,Coche,Pagado
18978,Santiago,Guerrero,37,12,35666331,519,8791530,Educacion,No Pagado
18979,Natalia,Ortiz,44,8,30022907,615,19582824,Negocio,Pagado
18980,Santiago,Gutiérrez,35,9,29864909,548,15341244,Educacion,Pagado
18981,José,Medina,34,8,21859905,469,6906273,Vivienda,No Pagado
18982,Valentina,Rodríguez,51,14,40279995,603,11324638,Coche,Pagado
18983,Paula,Hernández,37,5,26183394,552,16592187,Vivienda,Pagado
18984,Andrés,Gómez,46,10,30291642,456,6669303,Negocio,Pagado
18985,Juan,Reyes,35,7,32551930,492,17094900,Coche,Pagado
18986,Valentina,Hernández,54,12,46233136,593,16710888,Personal,Pagado
18987,Daniel,Ruiz,31,5,20552306,592,8820315,Personal,Pagado
18988,Daniela,Mendoza,31,6,24719082,553,17713922,Vivienda,No Pagado
18989,Miguel,González,53,18,44021593,548,18876725,Vivienda,No Pagado
18990,Isabela,Pérez,33,1,15926191,476,2464495,Personal,No Pagado
18991,Andrea,García,54,20,38214536,622,18321437,Educacion,Pagado
18992,Valentina,Gómez,46,17,45631422,429,14722641,Vivienda,Pagado
18993,Julián,Ortiz,36,8,24274365,482,10024460,Personal,Pagado
18994,Carlos,Mendoza,22,0,24290915,569,11736123,Personal,No Pagado
18995,Paola,García,37,7,23072931,545,17398508,Coche,No Pagado
18996,Andrés,Gómez,39,8,34694138,498,11896257,Coche,No Pagado
18997,Santiago,Flores,49,14,38243484,500,15705469,Personal,Pagado
18998,Catalina,Guerrero,53,16,42146168,624,28973060,Vivienda,Pagado
18999,Héctor,Pérez,31,5,34679679,524,20398683,Personal,Pagado
19000,Miguel,Ramos,46,12,30929066,543,16187790,Negocio,Pagado
19001,Gabriela,Martínez,45,12,39573990,577,21972369,Vivienda,Pagado
19002,Felipe,Rojas,48,12,41167448,574,28600229,Negocio,Pagado
19003,Daniela,Vargas,42,9,50372866,560,16710468,Educacion,Pagado
19004,Paola,García,22,0,12614345,413,2650431,Vivienda,No Pagado
19005,José,Sánchez,36,13,28470076,472,13740185,Coche,No Pagado
19006,Gabriela,Reyes,26,6,26879611,544,19368389,Vivienda,No Pagado
19007,Gabriel,Gómez,35,8,27998680,557,15548489,Negocio,Pagado
19008,Felipe,Díaz,47,16,37084745,582,10299987,Coche,Pagado
19009,Sofía,González,41,12,38987557,514,16232638,Vivienda,Pagado
19010,Sebastián,Rojas,49,14,38467157,608,7661186,Coche,Pagado
19011,Paula,Castillo,41,5,26940704,520,19170265,Personal,No Pagado
19012,David,Mendoza,25,1,23831050,570,4495720,Vivienda,Pagado
19013,Felipe,Aguilar,22,0,19876440,448,12514072,Coche,No Pagado
19014,Paula,Guerrero,39,5,28635767,507,7188244,Personal,Pagado
19015,Paola,Castillo,35,2,24798492,516,14248121,Vivienda,Pagado
19016,Carolina,Castro,28,4,18625466,550,5702367,Coche,No Pagado
19017,Lucía,Hernández,22,1,22025484,489,9346847,Negocio,No Pagado
19018,Laura,Guerrero,30,0,20999460,512,8645213,Negocio,Pagado
19019,Mariana,Mendoza,36,5,24550770,505,14676623,Educacion,Pagado
19020,Daniel,Guerrero,44,14,30372224,564,12779530,Vivienda,Pagado
19021,Gabriela,Hernández,39,6,32560771,534,15419790,Educacion,Pagado
19022,Alejandra,Ruiz,54,17,41457085,537,23213855,Coche,Pagado
19023,Andrea,Sánchez,27,2,11736623,505,3589912,Vivienda,Pagado
19024,Luis,Gómez,46,14,31983656,564,16252307,Personal,Pagado
19025,Sebastián,Gutiérrez,38,5,28432015,663,14783120,Negocio,Pagado
19026,Camilo,Aguilar,44,11,34572311,518,11316373,Coche,Pagado
19027,David,López,33,6,25782288,474,10873267,Coche,No Pagado
19028,Andrea,Reyes,48,14,37286219,578,20726982,Personal,Pagado
19029,Héctor,Castro,40,9,25020731,482,16926222,Vivienda,Pagado
19030,Diego,González,31,6,21427257,454,4265388,Negocio,Pagado
19031,Luis,Martínez,37,14,38518884,457,17362925,Educacion,Pagado
19032,Daniela,López,35,14,36581140,488,18511892,Educacion,No Pagado
19033,Ana,Aguilar,42,8,36089758,506,15974204,Vivienda,Pagado
19034,Camila,González,26,0,22847513,430,9611154,Personal,No Pagado
19035,Carolina,Díaz,37,9,35123779,521,12512896,Vivienda,Pagado
19036,Natalia,Cruz,41,10,27796026,411,11463856,Vivienda,Pagado
19037,Alejandro,Ramos,38,11,32164641,563,16106015,Vivienda,Pagado
19038,Santiago,Reyes,51,15,35798664,539,11326701,Vivienda,Pagado
19039,Julián,Hernández,45,12,31085427,530,6244047,Personal,Pagado
19040,Ricardo,Guerrero,37,11,33240324,566,12546537,Negocio,No Pagado
19041,Marcela,Torres,40,13,38733752,564,12366805,Negocio,Pagado
19042,Natalia,Mendoza,40,5,29830754,505,14023057,Personal,No Pagado
19043,Paola,Aguilar,42,8,41445002,575,27565926,Coche,Pagado
19044,José,Morales,22,0,19058921,574,3744625,Vivienda,Pagado
19045,Alejandro,Reyes,34,6,23716072,466,11924535,Personal,Pagado
19046,Paula,Díaz,23,0,13166357,530,5093414,Educacion,Pagado
19047,Camila,Ramos,50,15,45890657,511,12993208,Personal,Pagado
19048,Andrés,Rivera,37,10,31642295,597,18642301,Coche,Pagado
19049,Gabriel,Ramírez,36,12,34580236,493,15862103,Vivienda,Pagado
19050,Valentina,Cruz,46,14,24710183,511,7536005,Educacion,Pagado
19051,Héctor,Rivera,42,7,34023360,610,16750060,Coche,Pagado
19052,Juan,Díaz,26,2,18641129,539,1351873,Educacion,No Pagado
19053,Carolina,Rojas,37,7,22831202,491,13591253,Vivienda,Pagado
19054,Gabriel,Mendoza,34,8,28086588,531,6143949,Personal,Pagado
19055,David,Gutiérrez,22,1,23859067,452,14930856,Personal,Pagado
19056,Alejandra,Ramos,31,11,39131141,434,8365314,Educacion,Pagado
19057,Carolina,Hernández,36,6,30010762,540,17882574,Vivienda,Pagado
19058,Andrea,López,36,8,26054267,508,21726812,Vivienda,Pagado
19059,Catalina,Rojas,23,8,17952487,439,4500616,Vivienda,Pagado
19060,Gabriela,Aguilar,49,12,43815661,641,10640501,Personal,Pagado
19061,Sofía,Rivera,36,7,24215629,476,14252262,Educacion,No Pagado
19062,Andrea,Gómez,38,5,32712136,544,12747229,Vivienda,Pagado
19063,Paola,Ortiz,42,10,35468405,607,19233789,Coche,Pagado
19064,Héctor,Mendoza,30,2,24515506,498,10541535,Vivienda,No Pagado
19065,Daniela,Gómez,42,13,27359407,503,10373166,Personal,Pagado
19066,Carlos,Rivera,34,6,25815208,539,11657123,Personal,Pagado
19067,Santiago,Ramos,29,1,15309211,530,6528093,Vivienda,No Pagado
19068,Natalia,Martínez,43,13,32858762,597,21942310,Personal,Pagado
19069,Carlos,Medina,52,16,46985693,681,16780904,Vivienda,Pagado
19070,Ana,Martínez,45,14,43555289,534,25294370,Personal,Pagado
19071,Luis,Díaz,47,9,37669743,572,12659563,Educacion,Pagado
19072,José,Gutiérrez,32,6,23548297,446,17291454,Personal,Pagado
19073,Camilo,Guerrero,22,2,26740496,530,5229897,Educacion,No Pagado
19074,Alejandra,Ortiz,52,14,38682046,584,15860857,Personal,Pagado
19075,Daniela,Castro,58,14,39521567,579,11925745,Educacion,Pagado
19076,María,Medina,53,15,46082414,546,19772187,Coche,Pagado
19077,Diego,Bermúdez,34,10,31488670,506,13343694,Vivienda,No Pagado
19078,Alejandro,Torres,26,5,19687120,512,7538931,Personal,Pagado
19079,Luis,Reyes,27,1,21901126,450,19023675,Personal,Pagado
19080,Luis,Cruz,22,0,20210799,473,6067946,Coche,Pagado
19081,Daniel,Ortiz,36,6,29818394,530,12864622,Vivienda,Pagado
